所属天/单元,单词,词性及中文释义
第23天 Unit 6 Lesson 3,measure,n.措施 v.测量;度量
第23天 Unit 6 Lesson 3,*measurement,n.测量;度量
第23天 Unit 6 Lesson 3,cope,"v.对付,处理,解决"
第23天 Unit 6 Lesson 3,scope,n.范围;机会;能力
第23天 Unit 6 Lesson 3,range,n.一系列;范围 v.变化
第23天 Unit 6 Lesson 3,arrange,v.安排;筹备;整理;布置
第23天 Unit 6 Lesson 3,arrangement,n.安排;安排方式
第23天 Unit 6 Lesson 3,instinct,n.本能;直觉
第23天 Unit 6 Lesson 3,distinguish,"v.区分,辨别"
第23天 Unit 6 Lesson 3,*distinguished,adj.著名的
第23天 Unit 6 Lesson 3,distinct,adj.有区别的;清楚的
第23天 Unit 6 Lesson 3,*distinctly,adv.有区别地;清楚地
第23天 Unit 6 Lesson 3,*distinction,"n.区别,辨别"
第23天 Unit 6 Lesson 3,fame,"n.名气,名声,声誉"
第23天 Unit 6 Lesson 3,*famous,"adj.著名的,出名的"
第23天 Unit 6 Lesson 3,well-known,adj.出名的;为人熟知的
第23天 Unit 6 Lesson 3,reputation,"n.名誉,名声"
第23天 Unit 6 Lesson 3,esteem,n./v.尊重;敬重
第23天 Unit 6 Lesson 3,affect,"v.影响;侵袭,使感染"
第23天 Unit 6 Lesson 3,affection,n.喜爱;钟爱
第23天 Unit 6 Lesson 3,influence,"n.影响,作用 v.影响"
第23天 Unit 6 Lesson 3,*influential,adj.有影响的;有权势的
第23天 Unit 6 Lesson 3,impact,n./v.撞击;影响
第23天 Unit 6 Lesson 3,infect,v.传染;使感染
第23天 Unit 6 Lesson 3,*infectious,adj.传染性的
第23天 Unit 6 Lesson 3,infection,n.传染;感染;传染病
第23天 Unit 6 Lesson 3,immune,adj.有免疫力的
第23天 Unit 6 Lesson 3,effect,n.影响;效果
第23天 Unit 6 Lesson 3,effective,adj.有影响的;有效果的
第23天 Unit 6 Lesson 3,consequence,n.结果;后果
第23天 Unit 6 Lesson 3,*consequently,adv.因此;结果
第23天 Unit 6 Lesson 3,sequence,"n.一连串,一系列;顺序"
第23天 Unit 6 Lesson 3,perfect,adj.完美的 v.使完美
第23天 Unit 6 Lesson 3,ideal,adj.理想的 n.理想
第23天 Unit 6 Lesson 3,*idealistic,adj.理想主义的;空想的
第23天 Unit 6 Lesson 3,idea,"n.想法;概念,印象;意见"
第23天 Unit 6 Lesson 3,balance,v.(使)平衡 n.平衡
第23天 Unit 6 Lesson 3,parallel,n./adj.平行线(的) v.相似
第23天 Unit 6 Lesson 3,parade,n.游行;阅兵 v.游行
第23天 Unit 6 Lesson 3,efficient,adj.效率高的
第23天 Unit 6 Lesson 3,*efficiency,"n.效率,效能"
第23天 Unit 6 Lesson 3,sufficient,"adj.充足的,足够的"
第24天 Unit 6 Lesson 4,,
第24天 Unit 6 Lesson 4,artificial,"adj.人工的,人造的;虚假的"
第24天 Unit 6 Lesson 4,proficient,"adj.熟练的,精通的"
第24天 Unit 6 Lesson 4,plastic,n.塑料 adj.塑料的;可塑的
第24天 Unit 6 Lesson 4,facility,"n.设施,设备;天赋,才能"
第24天 Unit 6 Lesson 4,function,n.功能;职能 v.起作用;运转
第24天 Unit 6 Lesson 4,role,n.角色;作用
第24天 Unit 6 Lesson 4,equip,"v.装备,配备;使有所准备"
第24天 Unit 6 Lesson 4,equipment,"n.用具,设备;装备,配备"
第24天 Unit 6 Lesson 4,tool,"n.工具;手段,方法"
第24天 Unit 6 Lesson 4,instrument,"n.乐器;仪器,器具"
第24天 Unit 6 Lesson 4,violinist,n.小提琴手;小提琴演奏者
第24天 Unit 6 Lesson 4,material,"n.材料,原料;素材"
第24天 Unit 6 Lesson 4,hammer,n.锤子;榔头 v.锤打;敲打
第24天 Unit 6 Lesson 4,chat,"v./n.聊天,闲聊"
第24天 Unit 6 Lesson 4,claim,"v.声称;索取 n.声称,主张;索赔"
第24天 Unit 6 Lesson 4,exclaim,"v.呼喊,惊叫"
第24天 Unit 6 Lesson 4,proclaim,v.宣布;声明
第24天 Unit 6 Lesson 4,acclaim,"n.赞扬,高度评价 v.赞扬;为……喝彩"
第24天 Unit 6 Lesson 4,announce,v.宣布;通知;声称
第24天 Unit 6 Lesson 4,announcement,"n.通告,通知"
第24天 Unit 6 Lesson 4,pronounce,v.发音;读(音);宣布
第24天 Unit 6 Lesson 4,pronunciation,"n.发音,读音"
第24天 Unit 6 Lesson 4,spell,v.拼写
第24天 Unit 6 Lesson 4,*spelling,n.拼写;拼法
第24天 Unit 6 Lesson 4,dictionary,"n.字典,词典"
第24天 Unit 6 Lesson 4,index,n.索引;指数 v.为……编索引;使指数化
第24天 Unit 6 Lesson 4,predict,v.预言;预测;预告
第24天 Unit 6 Lesson 4,*prediction,n.预言;预告
第24天 Unit 6 Lesson 4,argue,"v.争论,争吵;辩论"
第24天 Unit 6 Lesson 4,argument,n.争论;辩论;论据
第24天 Unit 6 Lesson 4,discuss,v.讨论;谈论;论述
第24天 Unit 6 Lesson 4,discussion,"n.讨论,商议"
第24天 Unit 6 Lesson 4,fierce,adj.凶猛的;狂热的;猛烈的;强烈的
第24天 Unit 6 Lesson 4,fear,"n.恐惧,害怕 v.害怕,畏惧;担心"
第24天 Unit 6 Lesson 4,file,"n.文件夹;档案 v.把……归档,存档"
第24天 Unit 6 Lesson 4,pile,"n.一堆,一叠 v.堆起,堆积"
第24天 Unit 6 Lesson 4,document,"v.记录,记载 n.文件;文献"
第24天 Unit 6 Lesson 4,log,n.日志;正式记录;原木 v.正式记录
第24天 Unit 6 Lesson 4,film,"n.电影,影片;胶片,胶卷;电影业"
第24天 Unit 6 Lesson 4,favo(u)r,n.喜爱;帮忙;支持 v.更喜欢;偏爱;有助于
第24天 Unit 6 Lesson 4,*favo(u)rable,adj.赞同的;给人好印象的;有利的
第24天 Unit 6 Lesson 4,favo(u)rite,adj.最喜爱的 n.特别喜爱的人(或物)
第24天 Unit 6 Lesson 4,flavo(u)r,n.味道;特色 v.给……调味
第24天 Unit 6 Lesson 4,flour,n.面粉;粉 v.在……上撒面粉
第24天 Unit 6 Lesson 4,powder,n.粉;药粉;火药
第24天 Unit 6 Lesson 4,flow,v./n.流;流动
第24天 Unit 6 Lesson 4,blow,v.吹;吹奏 n.吹;猛击;打击
第24天 Unit 6 Lesson 4,flood,n.洪水;水灾 v.(使)灌满水;淹没
第24天 Unit 6 Lesson 4,pour,v.倾倒;倒(饮料等);倾泻;倾盆而下
第24天 Unit 6 Lesson 4,flat,n.公寓;单元房 adj.水平的;平坦的
第24天 Unit 6 Lesson 4,inflation,n.通货膨胀;通胀率;充气
第24天 Unit 6 Lesson 4,plain,adj.朴素的;简单的;直率的;普通的 n.平原
第24天 Unit 6 Lesson 4,simple,adj.简单的;朴素的;(表示强调)纯粹的
第24天 Unit 6 Lesson 4,*simply,adv.仅仅;确实;简单地
第24天 Unit 6 Lesson 4,*simplify,v.使简化
第24天 Unit 6 Lesson 4,freeze,"v.冻;(使)冻结,结冰"
第24天 Unit 6 Lesson 4,frost,"n.霜;霜冻,严寒"
第24天 Unit 6 Lesson 4,melt,v.(使)融化
第24天 Unit 6 Lesson 4,tame,v.驯服 adj.(动物)驯服的;温顺的
第24天 Unit 6 Lesson 4,wrap,"v.包,裹;用……缠绕 n.围巾,披肩;包裹物"
第24天 Unit 6 Lesson 4,towel,n.毛巾;手巾
第25天 Unit 7 Lesson 1,,
第25天 Unit 7 Lesson 1,import,n.进口(物) v.进口;输入
第25天 Unit 7 Lesson 1,*port,n.港口;港口城市
第25天 Unit 7 Lesson 1,export,n.出口(物);输出(物) v.出口;输出
第25天 Unit 7 Lesson 1,*exportation,"n.出口,输出"
第25天 Unit 7 Lesson 1,portable,adj.便携式的;手提的
第25天 Unit 7 Lesson 1,support,"n./v.支撑;支持,拥护;赡养,供养"
第25天 Unit 7 Lesson 1,passport,"n.护照;途径,手段"
第25天 Unit 7 Lesson 1,compass,n.指南针
第25天 Unit 7 Lesson 1,passenger,"n.乘客,旅客"
第25天 Unit 7 Lesson 1,passage,n.文章;通道;走廊
第25天 Unit 7 Lesson 1,comb,n.梳子 v.梳(发)
第25天 Unit 7 Lesson 1,transport,n.交通运输系统;运输工具 v.运输;传输
第25天 Unit 7 Lesson 1,*transportation,n.运输;交通方式
第25天 Unit 7 Lesson 1,translate,v.翻译;解释为
第25天 Unit 7 Lesson 1,*translation,n.翻译;译文
第25天 Unit 7 Lesson 1,transit,"v.运送;通过,经过 n.运输,运送"
第25天 Unit 7 Lesson 1,transplant,v.移植;移栽 n.(器官等的)移植
第25天 Unit 7 Lesson 1,transfer,v.转移;换乘 n.转移;换乘
第25天 Unit 7 Lesson 1,transform,v.使改变形态;使改观
第25天 Unit 7 Lesson 1,*transformer,n.变压器
第25天 Unit 7 Lesson 1,*transformation,n.变化;改革
第25天 Unit 7 Lesson 1,form,n.形式;类型;形状;表格 v.组成;(使)形成
第25天 Unit 7 Lesson 1,formal,adj.正式的;正规的;形式上的
第25天 Unit 7 Lesson 1,casual,"adj.非正式的,随便的;不经意的;偶然的"
第25天 Unit 7 Lesson 1,platform,n.平台;站台
第25天 Unit 7 Lesson 1,reform,n./v.改革;改善
第25天 Unit 7 Lesson 1,perform,v.表演;做;执行;工作;运转
第25天 Unit 7 Lesson 1,*performance,n.表演;表现;执行
第25天 Unit 7 Lesson 1,inform,"v.通知,告知;(使)了解,熟悉"
第25天 Unit 7 Lesson 1,conform,v.遵守;顺从;相一致
第25天 Unit 7 Lesson 1,uniform,n.校服;制服 adj.统一的
第25天 Unit 7 Lesson 1,unite,v.联合;团结
第25天 Unit 7 Lesson 1,*united,adj.统一的;联合的;团结的
第25天 Unit 7 Lesson 1,*unity,n.统一;联合;团结一致
第25天 Unit 7 Lesson 1,*unify,v.统一;使成一体
第25天 Unit 7 Lesson 1,union,"n.协会,联合会;工会"
第25天 Unit 7 Lesson 1,unit,n.单位;单元;一件;装置
第25天 Unit 7 Lesson 1,knot,n.结 v.打结
第25天 Unit 7 Lesson 1,request,"n./v.要求,请求"
第25天 Unit 7 Lesson 1,appeal,n.呼吁;上诉 v.有吸引力;呼吁
第25天 Unit 7 Lesson 1,demand,n.(坚决的)要求;需求 v.要求
第25天 Unit 7 Lesson 1,require,v.需要;要求
第25天 Unit 7 Lesson 1,*requirement,n.所需的东西;必备的条件
第25天 Unit 7 Lesson 1,inquire/enquire,v.询问;调查
第25天 Unit 7 Lesson 1,*inquiry/enquiry,n.调查;查问
第25天 Unit 7 Lesson 1,vain,adj.徒劳的;虚荣的
第25天 Unit 7 Lesson 1,acquire,"v.获得,得到"
第25天 Unit 7 Lesson 1,*acquisition,n.获得;购得物
第25天 Unit 7 Lesson 1,available,adj.可获得的;可找到的;有空的
第25天 Unit 7 Lesson 1,*availability,n.可获得性
第25天 Unit 7 Lesson 1,media,"n.媒体,媒介"
第25天 Unit 7 Lesson 1,immediate,"adj.立刻的,即时的;迫切的;紧接的;直接的"
第25天 Unit 7 Lesson 1,*immediately,adv.立即;接近;紧接地
第25天 Unit 7 Lesson 1,intermediate,"adj.中间的;中等的,中级的"
第25天 Unit 7 Lesson 1,international,adj.国际的
第25天 Unit 7 Lesson 1,interfere,v.干涉;妨碍
第25天 Unit 7 Lesson 1,*interference,n.干扰;干涉
第25天 Unit 7 Lesson 1,intervene,"v.干预,介入;打岔,插话;阻碍"
第25天 Unit 7 Lesson 1,*intervention,n.出面;干预;插嘴
第25天 Unit 7 Lesson 1,internal,adj.内部的;内政的;国内的
第25天 Unit 7 Lesson 1,*internally,adv.内部地;国内地;内在地
第25天 Unit 7 Lesson 1,external,adj.外部的;外来的;对外的
第25天 Unit 7 Lesson 1,*externally,adv.外部地;外表上
第25天 Unit 7 Lesson 1,interpret,v.解释;把……理解为;口译
第25天 Unit 7 Lesson 1,*interpretation,n.解释;理解
第25天 Unit 7 Lesson 1,interval,n.间隔;幕间休息
第25天 Unit 7 Lesson 1,interrupt,v.使中断;打断;打扰
第25天 Unit 7 Lesson 1,*interruption,n.打断;打扰;插嘴
第25天 Unit 7 Lesson 1,bankrupt,adj.破产的 n.破产者
第25天 Unit 7 Lesson 1,*bankruptcy,n.破产
第25天 Unit 7 Lesson 1,corrupt,"v.使腐化,使堕落;破坏 adj.腐败的"
第25天 Unit 7 Lesson 1,*corruption,"n.腐败,贪污;堕落"
第25天 Unit 7 Lesson 1,abrupt,adj.突然的;意外的;唐突的
第26天 Unit 7 Lesson 2,,
第26天 Unit 7 Lesson 2,Internet,"n.因特网,互联网"
第26天 Unit 7 Lesson 2,network,n.网络;关系网 v.将……连接成网络
第26天 Unit 7 Lesson 2,web,n.网络;蜘蛛网
第26天 Unit 7 Lesson 2,download,v.下载 n.下载
第26天 Unit 7 Lesson 2,load,n.负载;承载量;许多 v.装载;装入;加载
第26天 Unit 7 Lesson 2,*unload,v.卸货;取下;取出
第26天 Unit 7 Lesson 2,overload,"n.超载,过载 v.使超载"
第26天 Unit 7 Lesson 2,interact,"v.交流,沟通;相互影响,相互作用"
第26天 Unit 7 Lesson 2,*interaction,n.交往;相互影响
第26天 Unit 7 Lesson 2,interview,n./v.面试;面谈;采访
第26天 Unit 7 Lesson 2,*interviewer,n.采访者;面试官
第26天 Unit 7 Lesson 2,report,"v./n.报告,汇报;报道"
第26天 Unit 7 Lesson 2,*reporter,"n.记者,新闻通讯员"
第26天 Unit 7 Lesson 2,short,adj.短的;个子矮的;短期的;紧缺的
第26天 Unit 7 Lesson 2,*shortly,"adv.立刻,不久"
第26天 Unit 7 Lesson 2,*shorts,n.(pl.)短裤
第26天 Unit 7 Lesson 2,shortage,n.不足;缺少;短缺
第26天 Unit 7 Lesson 2,lack,n.缺乏;匮乏;短缺 v.没有;缺乏
第26天 Unit 7 Lesson 2,enough,"det.充足的,足够的 adv.充足地,足够地 pron.足够"
第26天 Unit 7 Lesson 2,long,adj.长的;长距离的;长时间的
第26天 Unit 7 Lesson 2,length,"n.长,长度;时长"
第26天 Unit 7 Lesson 2,belong,v.属于;是……的成员
第26天 Unit 7 Lesson 2,strength,n.力量;强度;毅力;优势
第26天 Unit 7 Lesson 2,*strong,adj.强壮的;强烈的
第26天 Unit 7 Lesson 2,strengthen,v.加强;巩固
第26天 Unit 7 Lesson 2,continue,v.继续;延续;延伸
第26天 Unit 7 Lesson 2,*continual,"adj.连续的,持续不断的;频繁的"
第26天 Unit 7 Lesson 2,*continuous,adj.不断的;持续的;连续的
第26天 Unit 7 Lesson 2,frequent,adj.频繁的;经常发生的
第26天 Unit 7 Lesson 2,*frequency,n.发生率;频繁;频率
第26天 Unit 7 Lesson 2,*frequently,adv.频繁地;经常
第26天 Unit 7 Lesson 2,usual,adj.通常的;寻常的;惯常的
第26天 Unit 7 Lesson 2,usually,adv.通常地;一般地;经常地
第26天 Unit 7 Lesson 2,mean,v.意思是;打算;意味着 adj.吝啬的;刻薄的
第26天 Unit 7 Lesson 2,meaning,n.意义;含义;价值
第26天 Unit 7 Lesson 2,means,n.方式;方法;途径
第26天 Unit 7 Lesson 2,meantime,"n./adv.在此期间,与此同时"
第26天 Unit 7 Lesson 2,meanwhile,n./adv.与此同时;在此期间
第26天 Unit 7 Lesson 2,menu,n.菜单
第26天 Unit 7 Lesson 2,bill,n.账单;议案
第26天 Unit 7 Lesson 2,dish,"n.碟,盘;一道菜;菜肴"
第26天 Unit 7 Lesson 2,wash,"v.洗,洗涤;洗脸;冲向"
第26天 Unit 7 Lesson 2,coffee,n.咖啡;咖啡饮料;咖啡色
第26天 Unit 7 Lesson 2,thirsty,"adj.渴的,口渴的;渴望,渴求"
第26天 Unit 7 Lesson 2,drunk,adj.醉的;陶醉的 n.醉汉
第26天 Unit 7 Lesson 2,*drink,"n.饮料,一杯;酒,酒精饮料 v.喝,饮"
第26天 Unit 7 Lesson 2,*drunken,adj.醉的;常醉的;酗酒的
第26天 Unit 7 Lesson 2,juice,"n.果汁,菜汁;胃液 v.榨……的汁"
第26天 Unit 7 Lesson 2,vitamin,n.维生素
第26天 Unit 7 Lesson 2,delicious,"adj.美味的,可口的"
第26天 Unit 7 Lesson 2,sugar,n.糖
第26天 Unit 7 Lesson 2,sweet,n.糖果;甜点 adj.甜的;可爱的
第26天 Unit 7 Lesson 2,sweat,n.汗;汗珠 v.流汗;使出汗;辛苦工作
第26天 Unit 7 Lesson 2,*sweater,n.毛衣;线衣
第26天 Unit 7 Lesson 2,bitter,adj.严寒的;味苦的;激烈而不愉快的
第26天 Unit 7 Lesson 2,bit,n.一点;少量;一部分
第26天 Unit 7 Lesson 2,taste,v.有……味道;品尝 n.味道;爱好;体验
第26天 Unit 7 Lesson 2,smell,"v.闻到;嗅到;有……气味 n.闻,嗅;嗅觉;气味;臭味"
第26天 Unit 7 Lesson 2,hobby,n.嗜好;业余爱好
第26天 Unit 7 Lesson 2,fresh,adj.新鲜的;清新的;淡的;精力充沛的
第26天 Unit 7 Lesson 2,refresh,v.使恢复精力;使凉爽;提醒
第26天 Unit 7 Lesson 2,*refreshment,n.恢复活力
第26天 Unit 7 Lesson 2,renew,"v.重新开始,继续;更新"
第26天 Unit 7 Lesson 2,thick,"adj.厚的;浓的;密的,密集的"
第26天 Unit 7 Lesson 2,dense,"adj.密集的,稠密的"
第26天 Unit 7 Lesson 2,*density,n.密度
第26天 Unit 7 Lesson 2,mild,adj.和善的;温和的;温暖的;轻微的
第26天 Unit 7 Lesson 2,gentle,"adj.文静的;温柔的,慈祥的;温和的"
第26天 Unit 7 Lesson 2,*gently,adv.文雅地;温柔地
第26天 Unit 7 Lesson 2,gentleman,n.先生;绅士;有教养的人
第26天 Unit 7 Lesson 2,tender,"adj.温柔的;柔软的;脆弱的,易损坏的"
第26天 Unit 7 Lesson 2,soft,"adj.软的,柔软的;轻的;柔和的"
第27天 Unit 7 Lesson 3,,
第27天 Unit 7 Lesson 3,health,n.健康;保健;卫生
第27天 Unit 7 Lesson 3,*healthy,adj.健康的;有益于健康的
第27天 Unit 7 Lesson 3,well-being,n.健康;安乐
第27天 Unit 7 Lesson 3,nutrition,"n.营养,滋养;营养学"
第27天 Unit 7 Lesson 3,protein,n.蛋白质
第27天 Unit 7 Lesson 3,vegetarian,n.素食者;吃素的人
第27天 Unit 7 Lesson 3,fit,"v.适合,合身;和……相称 adj.健康的;适合的"
第27天 Unit 7 Lesson 3,exercise,"n.练习;体操;锻炼,运动 v.练习;锻炼,运动"
第27天 Unit 7 Lesson 3,gym,"n.体育馆,健身房;健身"
第27天 Unit 7 Lesson 3,*gymnasium,"n.体育馆,健身房"
第27天 Unit 7 Lesson 3,suit,"n.套装,西装;成套衣服 v.适合;合心意;合身,相配"
第27天 Unit 7 Lesson 3,suitable,"adj.合适的,适宜的"
第27天 Unit 7 Lesson 3,suite,"n.套,一套(家具等)"
第27天 Unit 7 Lesson 3,exhaust,"v.使精疲力尽;用完,耗尽"
第27天 Unit 7 Lesson 3,*exhausted,adj.筋疲力尽的
第27天 Unit 7 Lesson 3,tired,"adj.(感到)疲倦的,困倦的;累的"
第27天 Unit 7 Lesson 3,entire,adj.全部的;整个的;完全的
第27天 Unit 7 Lesson 3,*entirely,adv.全部地;完整地
第27天 Unit 7 Lesson 3,retire,v.退休;退出
第27天 Unit 7 Lesson 3,*retirement,n.退休
第27天 Unit 7 Lesson 3,leisure,"n.空闲,闲暇"
第27天 Unit 7 Lesson 3,lay,"v.放置,安放;铺设;下(蛋),产(卵)"
第27天 Unit 7 Lesson 3,lie①,v.平躺;位于;平放;在于
第27天 Unit 7 Lesson 3,lie②,"v.说谎 n.谎言,谎话"
第27天 Unit 7 Lesson 3,fix,"v.修理,校正;使固定;找到"
第27天 Unit 7 Lesson 3,move,n.行动;改变 v.移动;进步;感动
第27天 Unit 7 Lesson 3,*movement,n.运动;活动;移动
第27天 Unit 7 Lesson 3,remove,v.移开;排除;摘下;解除(职务等)
第27天 Unit 7 Lesson 3,motion,"n.运动;移动 v.(以头或手)做动作,示意"
第27天 Unit 7 Lesson 3,motive,n.动机;原因;目的
第27天 Unit 7 Lesson 3,motivate,v.激发;激励;成为……的动机
第27天 Unit 7 Lesson 3,mobile,adj.可移动的 n.移动电话
第27天 Unit 7 Lesson 3,emotion,n.情感;情绪
第27天 Unit 7 Lesson 3,*emotional,adj.情感的;情绪的;激动的;感情用事的
第27天 Unit 7 Lesson 3,rational,adj.合理的;理性的;明智的
第27天 Unit 7 Lesson 3,*irrational,adj.不合逻辑的;没有道理的
第27天 Unit 7 Lesson 3,ratio,n.比;比率;比例
第27天 Unit 7 Lesson 3,remote,adj.遥远的;远程的
第27天 Unit 7 Lesson 3,promote,"v.促进,提升;促销;推动"
第27天 Unit 7 Lesson 3,*promotion,"n.晋升;推销,促销"
第27天 Unit 7 Lesson 3,prompt,"adj.立即的,及时的 v.促使,导致;鼓励"
第27天 Unit 7 Lesson 3,sudden,"adj.突然的,陡然的"
第27天 Unit 7 Lesson 3,*suddenly,"adv.突然,忽然,猛地,骤然"
第27天 Unit 7 Lesson 3,bar,"n.酒吧;条状物,棒;障碍"
第27天 Unit 7 Lesson 3,bare,"adj.裸露的,裸体的;(树木)光秃秃的;仅够的"
第27天 Unit 7 Lesson 3,barely,adv.仅仅;几乎不;刚好
第27天 Unit 7 Lesson 3,naked,adj.裸体的;裸露的;直白的
第27天 Unit 7 Lesson 3,bargain,v.讨价还价 n.便宜货;交易
第27天 Unit 7 Lesson 3,barrier,n.障碍物;分界线
第27天 Unit 7 Lesson 3,fence,"n.栅栏;篱笆 v.(用栅栏等)围住,隔开"
第27天 Unit 7 Lesson 3,embarrass,"v.使尴尬,使窘迫"
第27天 Unit 7 Lesson 3,*embarrassing,adj.使人尴尬的
第27天 Unit 7 Lesson 3,*embarrassment,"n.困窘,局促不安"
第27天 Unit 7 Lesson 3,persuade,"v.说服,劝说;使相信"
第27天 Unit 7 Lesson 3,induce,"v.劝诱,诱使"
第27天 Unit 7 Lesson 3,serve,"v.服务,接待;提供"
第27天 Unit 7 Lesson 3,*service,"n.服务,接待;服务性行业;公共事业"
第27天 Unit 7 Lesson 3,*servant,"n.仆人,佣人;职员,雇员"
第27天 Unit 7 Lesson 3,deserve,"v.应受,应得;值得"
第27天 Unit 7 Lesson 3,preserve,v.保护;保留;保存 n.专属领域;动物保护区
第27天 Unit 7 Lesson 3,reserve,v.保留;预订 n.储备(量);保护区
第27天 Unit 7 Lesson 3,*reservation,n.保留;预订
第27天 Unit 7 Lesson 3,conserve,"v.保存,保护;节省"
第27天 Unit 7 Lesson 3,*conservative,"n.保守的人;保守派 adj.保守的,守旧的"
第27天 Unit 7 Lesson 3,observe,"v.观察;遵守;评论,评说"
第27天 Unit 7 Lesson 3,*observation,n.观察
第27天 Unit 7 Lesson 3,*observer,n.观察者
第28天 Unit 7 Lesson 4,,
第28天 Unit 7 Lesson 4,obtain,"v.获得,得到"
第28天 Unit 7 Lesson 4,attain,v.达到;获得
第28天 Unit 7 Lesson 4,*attainment,n.达到;成就
第28天 Unit 7 Lesson 4,*attainable,adj.可达到的;可获得的
第28天 Unit 7 Lesson 4,entertain,"v.(在家)招待,款待;娱乐;使快乐"
第28天 Unit 7 Lesson 4,*entertainment,n.娱乐;款待
第28天 Unit 7 Lesson 4,maintain,v.维持;保持;坚持(意见);供养;维修
第28天 Unit 7 Lesson 4,*maintenance,n.维护;保养;维持
第28天 Unit 7 Lesson 4,sustain,"v.维持;支撑,承担"
第28天 Unit 7 Lesson 4,*sustainable,adj.可持续的
第28天 Unit 7 Lesson 4,contain,v.包含;容纳;控制
第28天 Unit 7 Lesson 4,*container,n.容器
第28天 Unit 7 Lesson 4,retain,v.保持;保留
第28天 Unit 7 Lesson 4,remain,v.保持;剩余;逗留
第28天 Unit 7 Lesson 4,*remains,n.剩余物;残留物;遗迹
第28天 Unit 7 Lesson 4,tidy,"adj.整洁的,整齐的 v.整理,使整洁"
第28天 Unit 7 Lesson 4,neat,"adj.整洁的;灵巧的,优雅的"
第28天 Unit 7 Lesson 4,orderly,adj.有秩序的;整洁的
第28天 Unit 7 Lesson 4,clean,"adj.清洁的,干净的;清白的 v.打扫,清扫"
第28天 Unit 7 Lesson 4,*cleaner,"n.清洁工;清洁器,清洁剂"
第28天 Unit 7 Lesson 4,clarify,"v.澄清,阐明"
第28天 Unit 7 Lesson 4,explain,v.解释;说明;阐明
第28天 Unit 7 Lesson 4,*explanation,n.解释;说明;阐述
第28天 Unit 7 Lesson 4,dust,"n.灰尘,尘土 v.(为……)擦灰"
第28天 Unit 7 Lesson 4,*dustbin,n.垃圾箱
第28天 Unit 7 Lesson 4,mud,"n.泥,泥浆"
第28天 Unit 7 Lesson 4,dirty,adj.肮脏的;下流的 v.弄脏
第28天 Unit 7 Lesson 4,*dirt,n.污物;烂泥;泥土
第28天 Unit 7 Lesson 4,rubbish,"n.垃圾,废弃物;废话"
第28天 Unit 7 Lesson 4,garbage,"n.垃圾,废物"
第28天 Unit 7 Lesson 4,awful,adj.可怕的;极坏的
第28天 Unit 7 Lesson 4,terrible,adj.可怕的;令人极不快的;糟糕的
第28天 Unit 7 Lesson 4,fashion,"n.时尚,时兴;流行款式"
第28天 Unit 7 Lesson 4,*fashionable,adj.流行的
第28天 Unit 7 Lesson 4,style,n.风格;款式;方式 v.设计
第28天 Unit 7 Lesson 4,*stylish,"adj.时髦的,高雅的"
第28天 Unit 7 Lesson 4,type,"n.种类,类型 v.打字"
第28天 Unit 7 Lesson 4,typical,"adj.典型的;平常的,一贯的"
第28天 Unit 7 Lesson 4,*typically,"adv.通常,一般;典型地"
第28天 Unit 7 Lesson 4,pattern,n.模式;图案;典范;式样
第28天 Unit 7 Lesson 4,version,n.变体;变种;版本
第28天 Unit 7 Lesson 4,model,"n.模型,样式;模特儿;模范"
第28天 Unit 7 Lesson 4,mode,"n.模式;方式,方法;状态;形式"
第28天 Unit 7 Lesson 4,modify,v.调整;修改;使更适合
第28天 Unit 7 Lesson 4,*modification,"n.修改,修正;改变"
第28天 Unit 7 Lesson 4,moderate,v.缓和;使适中 adj.适度的;中等的
第28天 Unit 7 Lesson 4,modest,adj.适中的;谦虚的;保守的
第28天 Unit 7 Lesson 4,attitude,n.态度
第28天 Unit 7 Lesson 4,altitude,n.海拔(高度);高处
第28天 Unit 7 Lesson 4,high,adj.高的;上层的;崇高的
第28天 Unit 7 Lesson 4,*highly,adv.非常;高标准地;高度地;赞赏地
第28天 Unit 7 Lesson 4,*height,n.身高;高度;顶点
第28天 Unit 7 Lesson 4,*heighten,v.(使)加强;提高;增加
第28天 Unit 7 Lesson 4,like,v.喜欢;想要 prep.像 adj.相像的 n.喜好
第28天 Unit 7 Lesson 4,*likely,adj.可能的;有希望的
第28天 Unit 7 Lesson 4,*unlike,prep.与……不同 adj.不同的
第28天 Unit 7 Lesson 4,*unlikely,adj.不大可能发生的;意料之外的;难以相信的
第28天 Unit 7 Lesson 4,similar,"adj.相似的,类似的"
第28天 Unit 7 Lesson 4,*similarly,"adv.相似地,类似地"
第28天 Unit 7 Lesson 4,*similarity,n.相像性;相似点
第28天 Unit 7 Lesson 4,indifferent,"adj.冷漠的,不关心的"
第28天 Unit 7 Lesson 4,*indifference,"n.冷漠,不关心"
第28天 Unit 7 Lesson 4,resemble,v.像;看起来像
第28天 Unit 7 Lesson 4,*resemblance,"n.相似,相像"
第28天 Unit 7 Lesson 4,assemble,"v.集合,聚集;组装"
第28天 Unit 7 Lesson 4,alike,"adj.相似的,相像的 adv.相似地;同样地"
第28天 Unit 7 Lesson 4,likewise,"adv.相似地;相同地;也,还"
第28天 Unit 7 Lesson 4,local,"n.本地人 adj.当地的,地方性的"
第28天 Unit 7 Lesson 4,locate,v.定位;找出……的准确位置;把……安置在
第28天 Unit 7 Lesson 4,*location,n.地点;位置
